index,role_noun,role_noun_set,sentence,sentence_format,task_wording,prompt_text,model,man,woman,person
345,outdoorsperson,"['outdoorsperson', 'outdoorswoman', 'outdoorsman']",I was always drawn to the outdoors but I truly became an outdoorsperson the summer (2007) that I hiked the Pacific Crest Trail.,I was always drawn to the outdoors but I truly became an [ROLE NOUN] the summer (2007) that I hiked the Pacific Crest Trail.,simple,I was always drawn to the outdoors but I truly became an outdoorsperson the summer (2007) that I hiked the Pacific Crest Trail. I am a,llama-3.1-8B,-6.6514482498168945,-6.4092607498168945,-6.2530107498168945
346,outdoorsperson,"['outdoorsperson', 'outdoorswoman', 'outdoorsman']","As an avid outdoorsperson, I know what it is to feel the stress, tension and pain from working, playing and living a rich, full life.","As an avid [ROLE NOUN], I know what it is to feel the stress, tension and pain from working, playing and living a rich, full life.",simple,"As an avid outdoorsperson, I know what it is to feel the stress, tension and pain from working, playing and living a rich, full life. I am a",llama-3.1-8B,-5.878016471862793,-7.479578971862793,-5.260828971862793
347,outdoorsperson,"['outdoorsperson', 'outdoorswoman', 'outdoorsman']","Growing up in Colorado, I was always an active outdoorsperson and throughout my life, exercise and nutrition have been important to me.","Growing up in Colorado, I was always an active [ROLE NOUN] and throughout my life, exercise and nutrition have been important to me.",simple,"Growing up in Colorado, I was always an active outdoorsperson and throughout my life, exercise and nutrition have been important to me. I am a",llama-3.1-8B,-8.568269729614258,-8.083894729614258,-6.326082229614258
348,outdoorsperson,"['outdoorsperson', 'outdoorswoman', 'outdoorsman']","I am an avid outdoorsperson with a variety of interests, including birding, botany, hiking, travel, wine tasting, and photography.","I am an avid [ROLE NOUN] with a variety of interests, including birding, botany, hiking, travel, wine tasting, and photography.",simple,"I am an avid outdoorsperson with a variety of interests, including birding, botany, hiking, travel, wine tasting, and photography. I am a",llama-3.1-8B,-8.394844055175781,-8.090156555175781,-7.738594055175781
349,outdoorsperson,"['outdoorsperson', 'outdoorswoman', 'outdoorsman']","I’m an experimental physicist by day (and night, I guess) and curious outdoorsperson much of the rest of the time.","I’m an experimental physicist by day (and night, I guess) and curious [ROLE NOUN] much of the rest of the time.",simple,"I’m an experimental physicist by day (and night, I guess) and curious outdoorsperson much of the rest of the time. I am a",llama-3.1-8B,-6.854142189025879,-8.354142189025879,-7.291642189025879
350,outdoorsperson,"['outdoorsperson', 'outdoorswoman', 'outdoorsman']",I admit to being a fair weather outdoorsperson most of the time.,I admit to being a fair weather [ROLE NOUN] most of the time.,simple,I admit to being a fair weather outdoorsperson most of the time. I am a,llama-3.1-8B,-6.123594284057617,-6.928281784057617,-4.490781784057617
351,outdoorsperson,"['outdoorsperson', 'outdoorswoman', 'outdoorsman']",I am an avid outdoorsperson and my inspiration comes from nature.,I am an avid [ROLE NOUN] and my inspiration comes from nature.,simple,I am an avid outdoorsperson and my inspiration comes from nature. I am a,llama-3.1-8B,-6.8674702644348145,-6.6096577644348145,-6.5862202644348145
352,outdoorsperson,"['outdoorsperson', 'outdoorswoman', 'outdoorsman']","I’m a runner, a yogi, a outdoorsperson, and a cyclist.","I’m a runner, a yogi, a [ROLE NOUN], and a cyclist.",simple,"I’m a runner, a yogi, a outdoorsperson, and a cyclist. I am a",llama-3.1-8B,-6.1153106689453125,-5.0606231689453125,-4.7168731689453125
353,outdoorsperson,"['outdoorsperson', 'outdoorswoman', 'outdoorsman']","I’m a blogger, professional, parent, and outdoorsperson.","I’m a blogger, professional, parent, and [ROLE NOUN].",simple,"I’m a blogger, professional, parent, and outdoorsperson. I am a",llama-3.1-8B,-5.459112167358398,-5.170049667358398,-5.068487167358398
354,outdoorsperson,"['outdoorsperson', 'outdoorswoman', 'outdoorsman']","So as an avid outdoorsperson, why wouldn't I want my children to have the greatest classroom experiences available!","So as an avid [ROLE NOUN], why wouldn't I want my children to have the greatest classroom experiences available!",simple,"So as an avid outdoorsperson, why wouldn't I want my children to have the greatest classroom experiences available! I am a",llama-3.1-8B,-6.402792930603027,-7.543417930603027,-5.934042930603027
355,outdoorsperson,"['outdoorsperson', 'outdoorswoman', 'outdoorsman']",I am an avid outdoorsperson and a life-long creative.,I am an avid [ROLE NOUN] and a life-long creative.,simple,I am an avid outdoorsperson and a life-long creative. I am a,llama-3.1-8B,-6.425103187561035,-7.120415687561035,-6.596978187561035
356,newspaper delivery person,"['newspaper delivery person', 'papergirl', 'paperboy']",I didn’t save money while growing up although to supplement my pocket money I worked as a newspaper delivery person (1) when I was 14.,I didn’t save money while growing up although to supplement my pocket money I worked as a [ROLE NOUN] (1) when I was 14.,simple,I didn’t save money while growing up although to supplement my pocket money I worked as a newspaper delivery person (1) when I was 14. I am a,llama-3.1-8B,-7.511245250701904,-6.870620250701904,-4.753432750701904
357,newspaper delivery person,"['newspaper delivery person', 'papergirl', 'paperboy']",I began my career in letters as a newspaper delivery person for the Petaluma Argus-Courier.,I began my career in letters as a [ROLE NOUN] for the Petaluma Argus-Courier.,simple,I began my career in letters as a newspaper delivery person for the Petaluma Argus-Courier. I am a,llama-3.1-8B,-6.6596503257751465,-7.9096503257751465,-7.7299628257751465
358,newspaper delivery person,"['newspaper delivery person', 'papergirl', 'paperboy']",Many moons ago I was a newspaper delivery person delivering newspapers to the local community and getting fit whilst doing it!,Many moons ago I was a [ROLE NOUN] delivering newspapers to the local community and getting fit whilst doing it!,simple,Many moons ago I was a newspaper delivery person delivering newspapers to the local community and getting fit whilst doing it! I am a,llama-3.1-8B,-5.963220119476318,-7.838220119476318,-5.439782619476318
359,newspaper delivery person,"['newspaper delivery person', 'papergirl', 'paperboy']","After being a newspaper delivery person, I got one of my first real jobs working in a convalescent hospital.","After being a [ROLE NOUN], I got one of my first real jobs working in a convalescent hospital.",simple,"After being a newspaper delivery person, I got one of my first real jobs working in a convalescent hospital. I am a",llama-3.1-8B,-5.310545921325684,-5.740233421325684,-4.388670921325684
360,newspaper delivery person,"['newspaper delivery person', 'papergirl', 'paperboy']","I've held a lot of jobs over the years, my first as a newspaper delivery person when i was 8 years old.","I've held a lot of jobs over the years, my first as a [ROLE NOUN] when i was 8 years old.",simple,"I've held a lot of jobs over the years, my first as a newspaper delivery person when i was 8 years old. I am a",llama-3.1-8B,-5.5314154624938965,-7.7736029624938965,-5.6017279624938965
361,newspaper delivery person,"['newspaper delivery person', 'papergirl', 'paperboy']",Have wheeled and dealed in metals since I was a child; traded coins since I was a newspaper delivery person.,Have wheeled and dealed in metals since I was a child; traded coins since I was a [ROLE NOUN].,simple,Have wheeled and dealed in metals since I was a child; traded coins since I was a newspaper delivery person. I am a,llama-3.1-8B,-6.436698913574219,-9.292167663574219,-6.342948913574219
362,point-person,"['point-person', 'point-woman', 'point-man']","On the day of your wedding, I serve as the point-person for all setup, vendors, timelines, clean-up, and more.","On the day of your wedding, I serve as the [ROLE NOUN] for all setup, vendors, timelines, clean-up, and more.",simple,"On the day of your wedding, I serve as the point-person for all setup, vendors, timelines, clean-up, and more. I am a",llama-3.1-8B,-8.161724090576172,-7.255473613739014,-5.896098613739014
363,point-person,"['point-person', 'point-woman', 'point-man']","I am the point-person for state and federal relations, and I am responsible for advancing a regional point of view and partnerships.","I am the [ROLE NOUN] for state and federal relations, and I am responsible for advancing a regional point of view and partnerships.",simple,"I am the point-person for state and federal relations, and I am responsible for advancing a regional point of view and partnerships. I am a",llama-3.1-8B,-9.388495445251465,-8.669745445251465,-7.732245445251465
364,point-person,"['point-person', 'point-woman', 'point-man']","I’m still the point-person for GSRC shows, and we have scaled back to designated specialties.","I’m still the [ROLE NOUN] for GSRC shows, and we have scaled back to designated specialties.",simple,"I’m still the point-person for GSRC shows, and we have scaled back to designated specialties. I am a",llama-3.1-8B,-8.824520111083984,-9.379207611083984,-7.324519634246826
